lon,lat,id
-179.75,-16.25,1
-179.75,65.25,2
-179.75,65.75,3
-179.75,66.25,4
-179.75,66.75,5
-179.75,67.25,6
-179.75,67.75,7
-179.75,68.25,8
-179.75,68.75,9
-179.75,70.75,10
-179.75,71.25,11
-179.25,66.25,12
-179.25,66.75,13
-179.25,67.25,14
-179.25,67.75,15
-179.25,68.25,16
-179.25,68.75,17
-179.25,70.75,18
-179.25,71.25,19
-179.25,71.75,20
-178.75,-20.75,21
-178.75,-18.25,22
-178.75,65.75,23
-178.75,66.25,24
-178.75,66.75,25
-178.75,67.25,26
-178.75,67.75,27
-178.75,68.25,28
-178.75,68.75,29
-178.75,70.75,30
-178.75,71.25,31
-178.25,-14.25,32
-178.25,65.25,33
-178.25,65.75,34
-178.25,66.25,35
-178.25,66.75,36
-178.25,67.25,37
-178.25,67.75,38
-178.25,68.25,39
-178.25,70.75,40
-178.25,71.25,41
-177.75,-29.25,42
-177.75,51.75,43
-177.75,65.25,44
-177.75,65.75,45
-177.75,66.25,46
-177.75,66.75,47
-177.75,67.25,48
-177.75,67.75,49
-177.75,68.25,50
-177.75,71.25,51
-177.25,28.25,52
-177.25,51.75,53
-177.25,65.25,54
-177.25,65.75,55
-177.25,66.25,56
-177.25,66.75,57
-177.25,67.25,58
-177.25,67.75,59
-177.25,68.25,60
-176.75,-44.25,61
-176.75,-43.75,62
-176.75,51.75,63
-176.75,65.75,64
-176.75,66.25,65
-176.75,66.75,66
-176.75,67.25,67
-176.75,67.75,68
-176.25,-43.75,69
-176.25,-13.25,70
-176.25,65.25,71
-176.25,65.75,72
-176.25,66.25,73
-176.25,66.75,74
-176.25,67.25,75
-176.25,67.75,76
-175.75,64.75,77
-175.75,65.25,78
-175.75,65.75,79
-175.75,66.25,80
-175.75,66.75,81
-175.75,67.25,82
-175.75,67.75,83
-175.25,-21.25,84
-175.25,64.75,85
-175.25,65.25,86
-175.25,65.75,87
-175.25,66.25,88
-175.25,66.75,89
-175.25,67.25,90
-174.75,-4.75,91
-174.75,52.25,92
-174.75,64.75,93
-174.75,65.25,94
-174.75,65.75,95
-174.75,66.25,96
-174.75,66.75,97
-174.75,67.25,98
-174.25,-19.75,99
-174.25,-18.75,100
-174.25,52.25,101
-174.25,64.25,102
-174.25,64.75,103
-174.25,65.25,104
-174.25,65.75,105
-174.25,66.25,106
-174.25,66.75,107
-174.25,67.25,108
-173.75,-18.75,109
-173.75,-16.25,110
-173.75,-15.75,111
-173.75,52.25,112
-173.75,64.25,113
-173.75,64.75,114
-173.75,65.25,115
-173.75,65.75,116
-173.75,66.25,117
-173.75,66.75,118
-173.75,67.25,119
-173.25,52.25,120
-173.25,64.25,121
-173.25,64.75,122
-173.25,65.25,123
-173.25,65.75,124
-173.25,66.25,125
-173.25,66.75,126
-172.75,-13.75,127
-172.75,-8.75,128
-172.75,-8.25,129
-172.75,64.25,130
-172.75,64.75,131
-172.75,65.25,132
-172.75,65.75,133
-172.75,66.25,134
-172.75,66.75,135
-172.25,-13.75,136
-172.25,-8.75,137
-172.25,-8.25,138
-172.25,65.25,139
-172.25,65.75,140
-172.25,66.25,141
-172.25,66.75,142
-171.75,-14.25,143
-171.75,-13.75,144
-171.75,-9.25,145
-171.75,-2.75,146
-171.75,63.25,147
-171.75,63.75,148
-171.75,65.75,149
-171.75,66.25,150
-171.75,66.75,151
-171.25,-9.25,152
-171.25,63.25,153
-171.25,63.75,154
-171.25,65.75,155
-171.25,66.25,156
-171.25,66.75,157
-170.75,-14.25,158
-170.75,63.25,159
-170.75,63.75,160
-170.75,65.75,161
-170.75,66.25,162
-170.25,57.25,163
-170.25,63.25,164
-170.25,63.75,165
-170.25,65.75,166
-170.25,66.25,167
-169.75,-19.25,168
-169.75,-18.75,169
-169.75,16.75,170
-169.75,52.75,171
-169.75,63.25,172
