scenario,region,class,subRegion,units,x,prod,land,productivity,subRegType,classPalette
SSP2_CI_AgWat,Global,Corn,Adriatic_Sea_Greece_Black_Sea_Coast,Agricultural Productivity (% Difference),2015,5.5762769,8.3822223,0.665250419,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Adriatic_Sea_Greece_Black_Sea_Coast,Agricultural Productivity (% Difference),2030,6.1588546,8.3699504,0.735829283,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Adriatic_Sea_Greece_Black_Sea_Coast,Agricultural Productivity (% Difference),2050,6.2332062,8.1211507,0.767527464,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Adriatic_Sea_Greece_Black_Sea_Coast,Agricultural Productivity (% Difference),2100,6.8834129,8.1304238,0.846624121,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_East_Central_Coast,Agricultural Productivity (% Difference),2015,3.96805717,24.24426536,0.163669928,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_East_Central_Coast,Agricultural Productivity (% Difference),2030,5.88721485,27.96477361,0.210522529,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_East_Central_Coast,Agricultural Productivity (% Difference),2050,10.30331449,35.44474944,0.290686622,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_East_Central_Coast,Agricultural Productivity (% Difference),2100,7.38452345,25.1304335,0.293847834,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_Indian_Ocean_Coast,Agricultural Productivity (% Difference),2015,1.4847552,9.4117485,0.157755512,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_Indian_Ocean_Coast,Agricultural Productivity (% Difference),2030,3.0806133,13.074983,0.235611266,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_Indian_Ocean_Coast,Agricultural Productivity (% Difference),2050,4.9282795,15.833551,0.311255479,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_Indian_Ocean_Coast,Agricultural Productivity (% Difference),2100,4.5726778,13.980273,0.327080723,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_North_Interior,Agricultural Productivity (% Difference),2015,0.011451591,0.036069657,0.317485442,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_North_Interior,Agricultural Productivity (% Difference),2030,0.019717987,0.047902098,0.411630969,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_North_Interior,Agricultural Productivity (% Difference),2050,0.025474401,0.056036877,0.454600655,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_North_Interior,Agricultural Productivity (% Difference),2100,0.016233161,0.036310727,0.447062407,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_North_West_Coast,Agricultural Productivity (% Difference),2015,0.225051628,2.597812971,0.08663119,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_North_West_Coast,Agricultural Productivity (% Difference),2030,0.434358642,3.829348991,0.113428847,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_North_West_Coast,Agricultural Productivity (% Difference),2050,0.699664784,5.30682158,0.13184253,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_North_West_Coast,Agricultural Productivity (% Difference),2100,0.691399316,4.888170287,0.141443378,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_Red_Sea_Gulf_of_Aden_Coast,Agricultural Productivity (% Difference),2015,0.05514421,0.36374564,0.15160102,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_Red_Sea_Gulf_of_Aden_Coast,Agricultural Productivity (% Difference),2030,0.18560595,0.7348566,0.25257438,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_Red_Sea_Gulf_of_Aden_Coast,Agricultural Productivity (% Difference),2050,0.43659179,1.0297537,0.423976908,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_Red_Sea_Gulf_of_Aden_Coast,Agricultural Productivity (% Difference),2100,0.07975827,0.19520127,0.408595036,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_South_Interior,Agricultural Productivity (% Difference),2015,0.2227559,3.29343626,0.067636317,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_South_Interior,Agricultural Productivity (% Difference),2030,0.58299728,5.6534243,0.10312286,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_South_Interior,Agricultural Productivity (% Difference),2050,1.34438677,8.4425664,0.159239111,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_South_Interior,Agricultural Productivity (% Difference),2100,0.50829563,4.0003186,0.127063787,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_West_Coast,Agricultural Productivity (% Difference),2015,6.24061051,31.879615,0.195755517,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_West_Coast,Agricultural Productivity (% Difference),2030,5.43903799,25.3881837,0.214235018,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_West_Coast,Agricultural Productivity (% Difference),2050,4.87333879,20.3777181,0.239150368,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_West_Coast,Agricultural Productivity (% Difference),2100,3.58229748,14.0757203,0.254501894,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Amazon,Agricultural Productivity (% Difference),2015,5.508134637,16.56246377,0.332567347,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Amazon,Agricultural Productivity (% Difference),2030,8.33846138,20.68426363,0.403130686,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Amazon,Agricultural Productivity (% Difference),2050,11.72819524,25.46798734,0.460507345,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Amazon,Agricultural Productivity (% Difference),2100,12.84375223,25.83316115,0.49718082,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Amu_Darya,Agricultural Productivity (% Difference),2015,0.24544558,0.7111838,0.345122569,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Amu_Darya,Agricultural Productivity (% Difference),2030,0.26857691,0.7011813,0.383034901,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Amu_Darya,Agricultural Productivity (% Difference),2050,0.29424304,0.67631124,0.435070457,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Amu_Darya,Agricultural Productivity (% Difference),2100,0.17182881,0.30106675,0.570733268,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Amur,Agricultural Productivity (% Difference),2015,41.94719996,58.3060134,0.719431796,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Amur,Agricultural Productivity (% Difference),2030,53.9974994,64.3034913,0.83972889,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Amur,Agricultural Productivity (% Difference),2050,63.7234109,68.5800766,0.929182556,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Amur,Agricultural Productivity (% Difference),2100,68.4032295,69.3199819,0.986775063,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Angola_Coast,Agricultural Productivity (% Difference),2015,1.200583,14.11185,0.08507623,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Angola_Coast,Agricultural Productivity (% Difference),2030,3.15321,23.2581,0.135574703,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Angola_Coast,Agricultural Productivity (% Difference),2050,7.66196,33.9552,0.225649091,subBasin,pal_green
