scenario,region,class,subRegion,units,x,value,subRegType,classPalette
SSP2_CI_AgWat,Global,Corn,Adriatic_Sea_Greece_Black_Sea_Coast,Agricultural Production (% Difference),2015,5.5762769,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Adriatic_Sea_Greece_Black_Sea_Coast,Agricultural Production (% Difference),2030,6.1588546,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Adriatic_Sea_Greece_Black_Sea_Coast,Agricultural Production (% Difference),2050,6.2332062,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Adriatic_Sea_Greece_Black_Sea_Coast,Agricultural Production (% Difference),2100,6.8834129,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_East_Central_Coast,Agricultural Production (% Difference),2015,3.96805717,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_East_Central_Coast,Agricultural Production (% Difference),2030,5.88721485,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_East_Central_Coast,Agricultural Production (% Difference),2050,10.30331449,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_East_Central_Coast,Agricultural Production (% Difference),2100,7.38452345,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_Indian_Ocean_Coast,Agricultural Production (% Difference),2015,1.4847552,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_Indian_Ocean_Coast,Agricultural Production (% Difference),2030,3.0806133,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_Indian_Ocean_Coast,Agricultural Production (% Difference),2050,4.9282795,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_Indian_Ocean_Coast,Agricultural Production (% Difference),2100,4.5726778,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_North_Interior,Agricultural Production (% Difference),2015,0.011451591,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_North_Interior,Agricultural Production (% Difference),2030,0.019717987,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_North_Interior,Agricultural Production (% Difference),2050,0.025474401,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_North_Interior,Agricultural Production (% Difference),2100,0.016233161,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_North_West_Coast,Agricultural Production (% Difference),2015,0.225051628,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_North_West_Coast,Agricultural Production (% Difference),2030,0.434358642,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_North_West_Coast,Agricultural Production (% Difference),2050,0.699664784,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_North_West_Coast,Agricultural Production (% Difference),2100,0.691399316,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_Red_Sea_Gulf_of_Aden_Coast,Agricultural Production (% Difference),2015,0.05514421,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_Red_Sea_Gulf_of_Aden_Coast,Agricultural Production (% Difference),2030,0.18560595,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_Red_Sea_Gulf_of_Aden_Coast,Agricultural Production (% Difference),2050,0.43659179,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_Red_Sea_Gulf_of_Aden_Coast,Agricultural Production (% Difference),2100,0.07975827,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_South_Interior,Agricultural Production (% Difference),2015,0.2227559,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_South_Interior,Agricultural Production (% Difference),2030,0.58299728,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_South_Interior,Agricultural Production (% Difference),2050,1.34438677,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_South_Interior,Agricultural Production (% Difference),2100,0.50829563,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_West_Coast,Agricultural Production (% Difference),2015,6.24061051,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_West_Coast,Agricultural Production (% Difference),2030,5.43903799,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_West_Coast,Agricultural Production (% Difference),2050,4.87333879,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Africa_West_Coast,Agricultural Production (% Difference),2100,3.58229748,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Amazon,Agricultural Production (% Difference),2015,5.508134637,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Amazon,Agricultural Production (% Difference),2030,8.33846138,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Amazon,Agricultural Production (% Difference),2050,11.72819524,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Amazon,Agricultural Production (% Difference),2100,12.84375223,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Amu_Darya,Agricultural Production (% Difference),2015,0.24544558,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Amu_Darya,Agricultural Production (% Difference),2030,0.26857691,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Amu_Darya,Agricultural Production (% Difference),2050,0.29424304,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Amu_Darya,Agricultural Production (% Difference),2100,0.17182881,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Amur,Agricultural Production (% Difference),2015,41.94719996,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Amur,Agricultural Production (% Difference),2030,53.9974994,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Amur,Agricultural Production (% Difference),2050,63.7234109,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Amur,Agricultural Production (% Difference),2100,68.4032295,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Angola_Coast,Agricultural Production (% Difference),2015,1.200583,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Angola_Coast,Agricultural Production (% Difference),2030,3.15321,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Angola_Coast,Agricultural Production (% Difference),2050,7.66196,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Angola_Coast,Agricultural Production (% Difference),2100,3.80278,subBasin,pal_green
SSP2_CI_AgWat,Global,Corn,Arabian_Peninsula,Agricultural Production (% Difference),2015,0.0277657,subBasin,pal_green
