# Electricity technology retirement parameters,,,,,,,,,
supplysector,subsector,technology,year,lifetime,shutdown.rate,half.life,steepness,median.shutdown.point,profit.shutdown.steepness
electricity,coal,coal (conv pul),final-calibration-year,60,,30,0.1,-0.1,6
electricity,gas,gas (steam/CT),final-calibration-year,60,,30,0.1,-0.1,6
electricity,gas,gas (CC),final-calibration-year,60,,30,0.1,-0.1,6
electricity,refined liquids,refined liquids (steam/CT),final-calibration-year,60,,30,0.1,-0.5,6
electricity,biomass,biomass (conv),final-calibration-year,60,,30,0.1,-0.1,6
electricity,nuclear,Gen_II_LWR,final-historical-year,60,,30,0.1,-0.1,6
electricity,wind,wind,final-calibration-year,30,,,,,
electricity,solar,PV,final-calibration-year,30,,,,,
electricity,solar,CSP,final-calibration-year,30,,,,,
electricity,geothermal,geothermal,final-calibration-year,30,,,,-0.1,6
electricity,coal,coal (conv pul),initial-future-year,60,,,,-0.1,6
electricity,coal,coal (conv pul CCS),initial-future-year,60,,,,-0.1,6
electricity,coal,coal (IGCC),initial-future-year,60,,,,-0.1,6
electricity,coal,coal (IGCC CCS),initial-future-year,60,,,,-0.1,6
electricity,gas,gas (steam/CT),initial-future-year,45,,,,-0.1,6
electricity,gas,gas (CC),initial-future-year,45,,,,-0.1,6
electricity,gas,gas (CC CCS),initial-future-year,45,,,,-0.1,6
electricity,refined liquids,refined liquids (steam/CT),initial-future-year,45,,,,-0.5,6
electricity,refined liquids,refined liquids (CC),initial-future-year,45,,,,-0.1,6
electricity,refined liquids,refined liquids (CC CCS),initial-future-year,45,,,,-0.1,6
electricity,biomass,biomass (conv),initial-future-year,60,,,,-0.1,6
electricity,biomass,biomass (conv CCS),initial-future-year,60,,,,-0.1,6
electricity,biomass,biomass (IGCC),initial-future-year,60,,,,-0.1,6
electricity,biomass,biomass (IGCC CCS),initial-future-year,60,,,,-0.1,6
electricity,nuclear,Gen_III,initial-nonhistorical-year,60,,,,-0.1,6
electricity,wind,wind,initial-future-year,30,,,,,
electricity,wind,wind_storage,initial-future-year,30,,,,,
electricity,solar,PV,initial-future-year,30,,,,,
electricity,solar,PV_storage,initial-future-year,30,,,,,
electricity,solar,CSP,initial-future-year,30,,,,,
electricity,solar,CSP_storage,initial-future-year,30,,,,,
electricity,geothermal,geothermal,initial-future-year,30,,,,-0.1,6
,,,,,,,,,
electricity,coal,coal (conv pul) (once through),final-calibration-year,60,,30,0.1,-0.1,6
electricity,coal,coal (conv pul) (seawater),final-calibration-year,60,,30,0.1,-0.1,6
electricity,coal,coal (conv pul) (recirculating),final-calibration-year,60,,30,0.1,-0.1,6
electricity,coal,coal (conv pul) (cooling pond),final-calibration-year,60,,30,0.1,-0.1,6
electricity,coal,coal (conv pul) (dry cooling),final-calibration-year,60,,30,0.1,-0.1,6
electricity,gas,gas (steam/CT) (once through),final-calibration-year,60,,30,0.1,-0.1,6
electricity,gas,gas (steam/CT) (seawater),final-calibration-year,60,,30,0.1,-0.1,6
electricity,gas,gas (steam/CT) (recirculating),final-calibration-year,60,,30,0.1,-0.1,6
electricity,gas,gas (steam/CT) (cooling pond),final-calibration-year,60,,30,0.1,-0.1,6
electricity,gas,gas (steam/CT) (dry cooling),final-calibration-year,60,,30,0.1,-0.1,6
