scenario,region,class,subRegion,Units,x,value,subRegType,classPalette
SSP2_Ref,China,Corn,Amur,Agricultural Productivity (% Difference),2010,0.720601356,subBasin,pal_green
SSP2_Ref,China,Corn,Amur,Agricultural Productivity (% Difference),2015,0.739558706,subBasin,pal_green
SSP2_Ref,China,Corn,Amur,Agricultural Productivity (% Difference),2020,0.758878288,subBasin,pal_green
SSP2_Ref,China,Corn,Amur,Agricultural Productivity (% Difference),2025,0.778182858,subBasin,pal_green
SSP2_Ref,China,Corn,Amur,Agricultural Productivity (% Difference),2030,0.797629469,subBasin,pal_green
SSP2_Ref,China,Corn,Amur,Agricultural Productivity (% Difference),2035,0.810935578,subBasin,pal_green
SSP2_Ref,China,Corn,Amur,Agricultural Productivity (% Difference),2040,0.824235949,subBasin,pal_green
SSP2_Ref,China,Corn,Amur,Agricultural Productivity (% Difference),2045,0.83732703,subBasin,pal_green
SSP2_Ref,China,Corn,Amur,Agricultural Productivity (% Difference),2050,0.850590408,subBasin,pal_green
SSP2_Ref,China,Corn,Amur,Agricultural Productivity (% Difference),2055,0.861490737,subBasin,pal_green
SSP2_Ref,China,Corn,Amur,Agricultural Productivity (% Difference),2060,0.872507005,subBasin,pal_green
SSP2_Ref,China,Corn,Amur,Agricultural Productivity (% Difference),2065,0.883589556,subBasin,pal_green
SSP2_Ref,China,Corn,Amur,Agricultural Productivity (% Difference),2070,0.893891085,subBasin,pal_green
SSP2_Ref,China,Corn,Amur,Agricultural Productivity (% Difference),2075,0.903793962,subBasin,pal_green
SSP2_Ref,China,Corn,Amur,Agricultural Productivity (% Difference),2080,0.912851935,subBasin,pal_green
SSP2_Ref,China,Corn,Amur,Agricultural Productivity (% Difference),2085,0.92105594,subBasin,pal_green
SSP2_Ref,China,Corn,Amur,Agricultural Productivity (% Difference),2090,0.928849878,subBasin,pal_green
SSP2_Ref,China,Corn,Amur,Agricultural Productivity (% Difference),2095,0.935724898,subBasin,pal_green
SSP2_Ref,China,Corn,Amur,Agricultural Productivity (% Difference),2100,0.941791001,subBasin,pal_green
SSP2_Ref,China,Corn,Bo_Hai_Korean_Bay_North_Coast,Agricultural Productivity (% Difference),2010,0.735087561,subBasin,pal_green
SSP2_Ref,China,Corn,Bo_Hai_Korean_Bay_North_Coast,Agricultural Productivity (% Difference),2015,0.752065229,subBasin,pal_green
SSP2_Ref,China,Corn,Bo_Hai_Korean_Bay_North_Coast,Agricultural Productivity (% Difference),2020,0.76943672,subBasin,pal_green
SSP2_Ref,China,Corn,Bo_Hai_Korean_Bay_North_Coast,Agricultural Productivity (% Difference),2025,0.786761613,subBasin,pal_green
SSP2_Ref,China,Corn,Bo_Hai_Korean_Bay_North_Coast,Agricultural Productivity (% Difference),2030,0.804269845,subBasin,pal_green
SSP2_Ref,China,Corn,Bo_Hai_Korean_Bay_North_Coast,Agricultural Productivity (% Difference),2035,0.816277411,subBasin,pal_green
SSP2_Ref,China,Corn,Bo_Hai_Korean_Bay_North_Coast,Agricultural Productivity (% Difference),2040,0.828312849,subBasin,pal_green
SSP2_Ref,China,Corn,Bo_Hai_Korean_Bay_North_Coast,Agricultural Productivity (% Difference),2045,0.840100264,subBasin,pal_green
SSP2_Ref,China,Corn,Bo_Hai_Korean_Bay_North_Coast,Agricultural Productivity (% Difference),2050,0.852025438,subBasin,pal_green
SSP2_Ref,China,Corn,Bo_Hai_Korean_Bay_North_Coast,Agricultural Productivity (% Difference),2055,0.862937549,subBasin,pal_green
SSP2_Ref,China,Corn,Bo_Hai_Korean_Bay_North_Coast,Agricultural Productivity (% Difference),2060,0.873969973,subBasin,pal_green
SSP2_Ref,China,Corn,Bo_Hai_Korean_Bay_North_Coast,Agricultural Productivity (% Difference),2065,0.885068358,subBasin,pal_green
SSP2_Ref,China,Corn,Bo_Hai_Korean_Bay_North_Coast,Agricultural Productivity (% Difference),2070,0.895383678,subBasin,pal_green
SSP2_Ref,China,Corn,Bo_Hai_Korean_Bay_North_Coast,Agricultural Productivity (% Difference),2075,0.905302985,subBasin,pal_green
SSP2_Ref,China,Corn,Bo_Hai_Korean_Bay_North_Coast,Agricultural Productivity (% Difference),2080,0.914376843,subBasin,pal_green
SSP2_Ref,China,Corn,Bo_Hai_Korean_Bay_North_Coast,Agricultural Productivity (% Difference),2085,0.922595161,subBasin,pal_green
SSP2_Ref,China,Corn,Bo_Hai_Korean_Bay_North_Coast,Agricultural Productivity (% Difference),2090,0.93040419,subBasin,pal_green
SSP2_Ref,China,Corn,Bo_Hai_Korean_Bay_North_Coast,Agricultural Productivity (% Difference),2095,0.937291489,subBasin,pal_green
SSP2_Ref,China,Corn,Bo_Hai_Korean_Bay_North_Coast,Agricultural Productivity (% Difference),2100,0.943371471,subBasin,pal_green
SSP2_Ref,China,Corn,China_Coast,Agricultural Productivity (% Difference),2010,1.169074946,subBasin,pal_green
SSP2_Ref,China,Corn,China_Coast,Agricultural Productivity (% Difference),2015,1.191845032,subBasin,pal_green
SSP2_Ref,China,Corn,China_Coast,Agricultural Productivity (% Difference),2020,1.215242506,subBasin,pal_green
SSP2_Ref,China,Corn,China_Coast,Agricultural Productivity (% Difference),2025,1.238468143,subBasin,pal_green
SSP2_Ref,China,Corn,China_Coast,Agricultural Productivity (% Difference),2030,1.262020816,subBasin,pal_green
SSP2_Ref,China,Corn,China_Coast,Agricultural Productivity (% Difference),2035,1.278218221,subBasin,pal_green
SSP2_Ref,China,Corn,China_Coast,Agricultural Productivity (% Difference),2040,1.294502283,subBasin,pal_green
SSP2_Ref,China,Corn,China_Coast,Agricultural Productivity (% Difference),2045,1.310313524,subBasin,pal_green
SSP2_Ref,China,Corn,China_Coast,Agricultural Productivity (% Difference),2050,1.326258499,subBasin,pal_green
